Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
2030-01-05 04:30:00,7005.66006660964,0.0,0.0
2030-01-05 04:45:00,7101.75696684942,0.0,0.0
2030-01-05 05:00:00,7254.254176848603,0.0,0.0
2030-01-05 05:15:00,7338.571045199777,0.0,0.0
2030-01-05 05:30:00,7499.514781058522,0.0,0.0
2030-01-05 05:45:00,7786.452688576635,0.0,0.0
2030-01-05 06:00:00,8178.617436356597,0.0,0.0
2030-01-05 06:15:00,8507.835301524488,0.0,0.0
2030-01-05 06:30:00,8790.490897046016,0.0,0.0
2030-01-05 06:45:00,9132.6348577244,0.0,0.0
2030-01-05 07:00:00,9767.504180913376,0.0,0.0
2030-01-05 07:15:00,10000.26003339118,0.0,0.0
2030-01-05 07:30:00,10267.275026719417,0.0,0.0
2030-01-05 07:45:00,10487.967107541588,0.0,0.0
2030-01-05 08:00:00,10742.517955878822,0.0,0.0
2030-01-05 08:15:00,10706.500315028197,0.0,0.0
2030-01-05 08:30:00,10737.480751436895,0.0,0.0
2030-01-05 08:45:00,10803.668665399317,0.0,0.0
2030-01-05 09:00:00,10870.81195213262,0.0,0.0
2030-01-05 09:15:00,10951.572631049858,0.0,0.0
2030-01-05 09:30:00,10939.14048170017,0.0,0.0
2030-01-05 09:45:00,10969.402721262812,0.0,0.0
2030-01-05 10:00:00,10994.86407953789,0.0,0.0
2030-01-05 10:15:00,11043.529423035949,0.0,0.0
2030-01-05 10:30:00,11036.46214867012,0.0,0.0
2030-01-05 10:45:00,11158.263804374443,0.0,0.0
2030-01-05 11:00:00,11342.489400303806,0.0,0.0
2030-01-05 11:15:00,11478.418864985935,0.0,0.0
2030-01-05 11:30:00,11590.047981719928,0.0,0.0
2030-01-05 11:45:00,11585.72082635175,0.0,0.0
2030-01-05 12:00:00,11635.224413085472,0.0,0.0
2030-01-05 12:15:00,11624.600418871876,0.0,0.0
2030-01-05 12:30:00,11643.343724550556,0.0,0.0
2030-01-05 12:45:00,11626.006630784834,0.0,0.0
2030-01-05 13:00:00,11485.392176928337,0.0,0.0
2030-01-05 13:15:00,11335.090987844424,0.0,0.0
2030-01-05 13:30:00,11132.85097087615,0.0,0.0
2030-01-05 13:45:00,10941.969007548869,0.0,0.0
2030-01-05 14:00:00,10868.906229950817,0.0,0.0
2030-01-05 14:15:00,10889.72247240028,0.0,0.0
2030-01-05 14:30:00,10936.652045662699,0.0,0.0
2030-01-05 14:45:00,10852.822356594144,0.0,0.0
2030-01-05 15:00:00,10792.279856756106,0.0,0.0
2030-01-05 15:15:00,10659.49470495646,0.0,0.0
2030-01-05 15:30:00,10600.107843109377,0.0,0.0
2030-01-05 15:45:00,10499.318457666704,0.0,0.0
2030-01-05 16:00:00,10538.219393516418,0.0,0.0
2030-01-05 16:15:00,10637.287787725634,0.0,0.0
2030-01-05 16:30:00,10801.919047458066,0.0,0.0
2030-01-05 16:45:00,10941.09238242011,0.0,0.0
2030-01-05 17:00:00,11093.492657880965,0.0,0.0
2030-01-05 17:15:00,11257.926976313403,0.0,0.0
2030-01-05 17:30:00,11289.475632556003,0.0,0.0
2030-01-05 17:45:00,11342.018635942155,0.0,0.0
2030-01-05 18:00:00,11249.56816466582,0.0,0.0
2030-01-05 18:15:00,11119.89625241626,0.0,0.0
2030-01-05 18:30:00,11027.986124372566,0.0,0.0
2030-01-05 18:45:00,10954.961368479364,0.0,0.0
2030-01-05 19:00:00,10785.923486751784,0.0,0.0
2030-01-05 19:15:00,10638.101778211332,0.0,0.0
2030-01-05 19:30:00,10523.375911266707,0.0,0.0
2030-01-05 19:45:00,10328.712423348235,0.0,0.0
2030-01-05 20:00:00,10164.822482919226,0.0,0.0
2030-01-05 20:15:00,9960.90088344227,0.0,0.0
2030-01-05 20:30:00,9728.069574959625,0.0,0.0
2030-01-05 20:45:00,9534.74668804975,0.0,0.0
2030-01-05 21:00:00,9376.079994399948,0.0,0.0
2030-01-05 21:15:00,9157.797540245927,0.0,0.0
2030-01-05 21:30:00,8973.850663243187,0.0,0.0
2030-01-05 21:45:00,8797.007259438407,0.0,0.0
